,Category,Address,Date,Sold_Area_m2,Total_Area_m2,Land_m2,Interior_Area_m2,Price_EUR,Total_EUR_m2,Land_EUR_m2,Land_EUR_ha,Type,Finishing,Dom_Parts,region_with_riga,region_riga_separate,municipality,Year,Quarter
245,Zeme,"199, Saltupi, Launkalnes pag., Smiltenes nov.",2025-08-29,586,586,586,,2 000,3,3.41,-,Privātmājām,,1/1,Vidzeme,Vidzeme,smiltenes nov,2025.0,3.0
246,Zeme,"Cielavu iela 43, Kalngale, Carnikavas pag., Ādažu nov.",2025-08-29,1 201,1 201,1 201,,184 000,153,153.21,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2025.0,3.0
247,Zeme,"Laimes iela 5, Ozolnieki, Ozolnieku pag., Jelgavas nov.",2025-08-29,1 025,1 025,1 025,,47 000,46,45.85,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2025.0,3.0
248,Zeme,"Lelles iela 2, Jāņupe, Olaines pag., Olaines nov.",2025-08-29,686,686,686,,11 500,17,16.76,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2025.0,3.0
249,Zeme,"Auru pag., Dobeles nov.",2025-08-29,1 036,3 108,1 036,,1 000,1,0.97,-,Privātmājām,,1/3,Zemgale,Zemgale,dobeles nov,2025.0,3.0
250,Zeme,"Raušu iela 6, Rīga",2025-08-29,705,705,705,,33 840,48,48.0,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2025.0,3.0
251,Zeme,"Ganību iela 72, Liepāja",2025-08-28,929,929,929,,17 000,18,18.3,-,Privātmājām,,1/1,Kurzeme,Kurzeme,liepāja,2025.0,3.0
252,Zeme,"Jelgavas iela 50A, Kuldīga, Kuldīgas nov.",2025-08-28,884,884,884,,12 000,14,13.57,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2025.0,3.0
253,Zeme,"Olaines pag., Olaines nov.",2025-08-28,686,686,686,,1 000,1,1.46,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2025.0,3.0
254,Zeme,"Burvju iela 1, Jāņupe, Olaines pag., Olaines nov.",2025-08-28,610,610,610,,8 000,13,13.11,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2025.0,3.0
255,Zeme,"Divdesmit piektā iela 33, Šķēde, Medzes pag., Dienvidkurzemes nov.",2025-08-28,1 042,1 042,1 042,,4 100,4,3.93,-,Privātmājām,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2025.0,3.0
256,Zeme,"Vīnakalna iela 12, Ikšķile, Ogres nov.",2025-08-28,1 309,1 309,1 309,,60 000,46,45.84,-,Privātmājām,,1/1,Pierīga,Pierīga,ogres nov,2025.0,3.0
257,Zeme,"Unguru iela 12, Mārupe, Mārupes nov.",2025-08-28,1 216,1 216,1 216,,60 000,49,49.34,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2025.0,3.0
258,Zeme,Rīga,2025-08-28,280,461,280,,3 200,11,11.43,-,Privātmājām,,280/461,Rīga,Rīga,rīga,2025.0,3.0
259,Zeme,"Jorģa Zemitāna iela 3, Skrīveri, Skrīveru pag., Aizkraukles nov.",2025-08-28,6 708,6 708,6 708,,7 100,1,1.06,-,Privātmājām,,1/1,Zemgale,Zemgale,aizkraukles nov,2025.0,3.0
260,Zeme,"Šalkas 41, Burtnieku pag., Valmieras nov.",2025-08-27,676,676,676,,3 000,4,4.44,-,Privātmājām,,1/1,Vidzeme,Vidzeme,valmieras nov,2025.0,3.0
261,Zeme,"Lazdu iela 11, Baloži, Ķekavas nov.",2025-08-27,655,655,655,,10 000,15,15.27,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2025.0,3.0
262,Zeme,"Skariņas, Ciemupe, Ogresgala pag., Ogres nov.",2025-08-27,1 649,1 649,1 649,,16 000,10,9.7,-,Privātmājām,,1/1,Pierīga,Pierīga,ogres nov,2025.0,3.0
263,Zeme,"Kronīšu iela 3, Katlakalns, Ķekavas pag., Ķekavas nov.",2025-08-27,1 244,1 244,1 244,,34 300,28,27.57,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2025.0,3.0
264,Zeme,"Zvejniekciema iela 7C, Rīga",2025-08-27,3 050,3 050,3 050,,32 000,10,10.49,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2025.0,3.0
265,Zeme,"Prūšu iela 99, Rīga",2025-08-27,521,521,521,,16 672,32,32.0,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2025.0,3.0
266,Zeme,"Packules iela 27A, Ventspils",2025-08-27,2 500,2 500,2 500,,2 000,1,0.8,-,Privātmājām,,1/1,Kurzeme,Kurzeme,ventspils,2025.0,3.0
267,Zeme,"Svīres iela 2, Sigulda, Siguldas nov.",2025-08-27,1 368,1 368,1 368,,47 000,34,34.36,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2025.0,3.0
268,Zeme,"Ķekavas pag., Ķekavas nov.",2025-08-27,373,373,373,,3 000,8,8.04,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2025.0,3.0
269,Zeme,"Pečorītes iela 15, Rīga",2025-08-27,1 167,1 167,1 167,,40 000,34,34.28,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2025.0,3.0
270,Zeme,"Linu iela 1, Rāmava, Ķekavas pag., Ķekavas nov.",2025-08-27,1 358,1 358,1 358,,63 100,46,46.47,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2025.0,3.0
271,Zeme,"Saldus pag., Saldus nov.",2025-08-26,2 072,2 072,2 072,,14 000,7,6.76,-,Privātmājām,,1/1,Kurzeme,Kurzeme,saldus nov,2025.0,3.0
272,Zeme,"Mežrožu iela 11, Jaunsils, Ķekavas pag., Ķekavas nov.",2025-08-26,1 243,1 243,1 243,,11 000,9,8.85,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2025.0,3.0
273,Zeme,"Mežrožu iela 13, Jaunsils, Ķekavas pag., Ķekavas nov.",2025-08-26,1 243,1 243,1 243,,11 000,9,8.85,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2025.0,3.0
274,Zeme,"Mežrožu iela 15, Jaunsils, Ķekavas pag., Ķekavas nov.",2025-08-26,1 243,1 243,1 243,,11 000,9,8.85,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2025.0,3.0
275,Zeme,"Pļavu iela 1C, Rēzekne",2025-08-26,4 225,4 225,4 225,,52 000,12,12.31,-,Privātmājām,,1/1,Latgale,Latgale,rēzekne,2025.0,3.0
276,Zeme,"Inčukalna pag., Siguldas nov.",2025-08-26,1 794,1 794,1 794,,15 000,8,8.36,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2025.0,3.0
277,Zeme,"Celmiņu iela 50, Saulgoži, Ķekavas pag., Ķekavas nov.",2025-08-26,1 501,1 501,1 501,,19 000,13,12.66,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2025.0,3.0
278,Zeme,"Olgas iela 4, Pulkarne, Ķekavas pag., Ķekavas nov.",2025-08-26,2 133,2 133,2 133,,22 500,11,10.55,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2025.0,3.0
279,Zeme,"Klinšu iela 3, Bauska, Bauskas nov.",2025-08-26,585,585,585,,3 000,5,5.13,-,Privātmājām,,1/1,Zemgale,Zemgale,bauskas nov,2025.0,3.0
280,Zeme,"Mežmala 77, Salaspils pag., Salaspils nov.",2025-08-26,634,634,634,,3 100,5,4.89,-,Privātmājām,,1/1,Pierīga,Pierīga,salaspils nov,2025.0,3.0
281,Zeme,"Everti, Baldones pag., Ķekavas nov.",2025-08-26,5 180,5 180,5 180,,13 000,3,2.51,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2025.0,3.0
282,Zeme,"Dobeles šoseja 104, Jelgava",2025-08-26,1 278,1 278,1 278,,30 000,23,23.47,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2025.0,3.0
