Category,Address,Date,Sold_Area_m2,Total_Area_m2,Land_m2,Interior_Area_m2,Price_EUR,Total_EUR_m2,Land_EUR_m2,Land_EUR_ha,Type,Finishing,Dom_Parts,region_with_riga,region_riga_separate,municipality,Year,Quarter,Month
Zeme,"Radiotehnika 162, Dzērumi, Ķekavas pag., Ķekavas nov.",2025-05-16,680,680,680,,3 500,5,5.15,-,Privātmājām,,1/1,Pierīga,Pierīga,Ķekava,2025,2,5
Zeme,"Emīlijas iela 14, Liepāja",2025-05-16,285,285,285,,8 000,28,28.07,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Liepāja,2025,2,5
Zeme,"Pūku iela 28, Rīga",2025-05-16,616,616,616,,12 500,20,20.29,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Ķegums, Ogres nov.",2025-05-16,1 230,1 230,1 230,,21 000,17,17.07,-,Privātmājām,,1/1,Pierīga,Pierīga,Ogre,2025,2,5
Zeme,"Jaunsaules iela 4, Saulkrasti, Saulkrastu nov.",2025-05-16,2 400,2 400,2 400,,40 500,17,16.88,-,Privātmājām,,1/1,Pierīga,Pierīga,Saulkrasti,2025,2,5
Zeme,"Ābeļu pag., Jēkabpils nov.",2025-05-16,1 597,1 597,1 597,,3 060,2,1.92,-,Privātmājām,,1/1,Zemgale,Zemgale,Jēkabpils,2025,2,5
Zeme,"Ozolu iela 40, Ventspils",2025-05-16,1 009,1 009,1 009,,5 800,6,5.75,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Ventspils,2025,2,5
Zeme,"Minkas, Daugmales pag., Ķekavas nov.",2025-05-16,4 787,4 787,4 787,,74 500,16,15.56,-,Privātmājām,,1/1,Pierīga,Pierīga,Ķekava,2025,2,5
Zeme,"Celtnieku iela 5A, Lieģi, Tadaiķu pag., Dienvidkurzemes nov.",2025-05-16,462,2 463,462,,2 400,5,5.2,-,Privātmājām,,3/16,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Kurpnieku iela 9, Daugavpils",2025-05-15,1 171,1 171,1 171,,9 000,8,7.69,-,Privātmājām,,1/1,Latgale,Latgale,Daugavpils,2025,2,5
Zeme,"Ievu iela 10, Kūdra, Salas pag., Mārupes nov.",2025-05-15,480,480,480,,9 500,20,19.79,-,Privātmājām,,1/1,Pierīga,Pierīga,Mārupe,2025,2,5
Zeme,"Bērzpils iela 58B, Balvi, Balvu nov.",2025-05-15,690,1 380,690,,1 000,1,1.45,-,Privātmājām,,1/2,Latgale,Latgale,Balvi,2025,2,5
Zeme,"Popes pag., Ventspils nov.",2025-05-15,3 091,3 091,3 091,,1 700,1,0.55,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Ventspils,2025,2,5
Zeme,"Strazdu iela 4, Baloži, Ķekavas nov.",2025-05-15,1 033,1 033,1 033,,72 000,70,69.7,-,Privātmājām,,1/1,Pierīga,Pierīga,Ķekava,2025,2,5
Zeme,"Kalnciema iela 91, Rīga",2025-05-15,1 208,2 864,1 208,,5 000,4,4.14,-,Privātmājām,,151/358,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Ziedoņu iela 1, Garupe, Carnikavas pag., Ādažu nov.",2025-05-15,2 979,2 979,2 979,,50 000,17,16.78,-,Privātmājām,,1/1,Pierīga,Pierīga,Carnikava,2025,2,5
Zeme,"Olaines pag., Olaines nov.",2025-05-15,705,705,705,,2 000,3,2.84,-,Privātmājām,,1/1,Pierīga,Pierīga,Olaine,2025,2,5
Zeme,"Daugavgravas iela 18, Ikšķile, Ogres nov.",2025-05-15,1 672,1 672,1 672,,13 095,8,7.83,-,Privātmājām,,1/1,Pierīga,Pierīga,Ogre,2025,2,5
Zeme,"Ziedonis 352, Tušķi, Līvbērzes pag., Jelgavas nov.",2025-05-15,860,860,860,,4 800,6,5.58,-,Privātmājām,,1/1,Zemgale,Zemgale,Jelgava,2025,2,5
Zeme,"Vainagu iela 23, Ādaži, Ādažu nov.",2025-05-15,1 308,1 308,1 308,,44 000,34,33.64,-,Privātmājām,,1/1,Pierīga,Pierīga,Ādaži,2025,2,5
Zeme,Rīga,2025-05-15,852,852,852,,37 500,44,44.01,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Sapnis, Vilkakrogs, Kaunatas pag., Rēzeknes nov.",2025-05-15,567,567,567,,1 800,3,3.17,-,Privātmājām,,1/1,Latgale,Latgale,Rēzekne,2025,2,5
Zeme,"Mazā Daugavas iela 8A, Jaunjelgava, Aizkraukles nov.",2025-05-15,1 011,1 011,1 011,,6 650,7,6.58,-,Privātmājām,,1/1,Zemgale,Zemgale,Jelgava,2025,2,5
Zeme,"Cenu pag., Jelgavas nov.",2025-05-15,2 056,2 056,2 056,,59 000,29,28.7,-,Privātmājām,,1/1,Zemgale,Zemgale,Jelgava,2025,2,5
Zeme,"Bāliņi, Brankas, Cenu pag., Jelgavas nov.",2025-05-15,2 250,4 500,2 250,,4 500,2,2.0,-,Privātmājām,,1/2,Zemgale,Zemgale,Jelgava,2025,2,5
Zeme,"Augšrūķu iela 14, Salaspils, Salaspils nov.",2025-05-15,1 233,1 233,1 233,,18 495,15,15.0,-,Privātmājām,,1/1,Pierīga,Pierīga,Salaspils,2025,2,5
Zeme,"Daugavgravas iela 20, Ikšķile, Ogres nov.",2025-05-15,1 480,1 480,1 480,,19 995,14,13.51,-,Privātmājām,,1/1,Pierīga,Pierīga,Ogre,2025,2,5
Zeme,"Tālivalža iela 22, Valmiermuiža, Valmieras pag., Valmieras nov.",2025-05-15,1 961,1 961,1 961,,80 000,41,40.8,-,Privātmājām,,1/1,Vidzeme,Vidzeme,Valmiera,2025,2,5
Zeme,"Ūdensrožu iela 18, Rīga",2025-05-15,19 288,19 288,19 288,,215 000,11,11.15,111 468,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Lejas iela 7, Baldone, Ķekavas nov.",2025-05-15,1 200,1 200,1 200,,18 000,15,15.0,-,Privātmājām,,1/1,Pierīga,Pierīga,Ķekava,2025,2,5
Zeme,"Jaunfiņķi, Krimūnu pag., Dobeles nov.",2025-05-15,20 700,20 700,20 700,,20 000,1,0.97,9 662,Privātmājām,,1/1,Zemgale,Zemgale,Dobele,2025,2,5
Zeme,"Kārļa iela 3, Jelgava",2025-05-15,595,595,595,,7 540,13,12.67,-,Privātmājām,,1/1,Zemgale,Zemgale,Jelgava,2025,2,5
Zeme,Rīga,2025-05-15,115,115,115,,3 700,32,32.17,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Andreja Pumpura iela 18, Skrīveri, Skrīveru pag., Aizkraukles nov.",2025-05-14,4 781,4 781,4 781,,10 000,2,2.09,-,Privātmājām,,1/1,Zemgale,Zemgale,Aizkraukle,2025,2,5
Zeme,"Jumpravas pag., Ogres nov.",2025-05-14,1 830,1 830,1 830,,4 500,2,2.46,-,Privātmājām,,1/1,Pierīga,Pierīga,Ogre,2025,2,5
Zeme,"Baltā iela 40, Jenči, Ķekavas pag., Ķekavas nov.",2025-05-14,660,660,660,,12 000,18,18.18,-,Privātmājām,,1/1,Pierīga,Pierīga,Ķekava,2025,2,5
Zeme,"Jaunsišu iela 57, Dzidriņas, Stopiņu pag., Ropažu nov.",2025-05-14,1 202,1 202,1 202,,45 000,37,37.44,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Griškānu pag., Rēzeknes nov.",2025-05-14,375,375,375,,1 545,4,4.12,-,Privātmājām,,1/1,Latgale,Latgale,Rēzekne,2025,2,5
Zeme,"Sprīdīšu iela 2, Meijermuiža, Drabešu pag., Cēsu nov.",2025-05-14,2 187,2 187,2 187,,20 000,9,9.14,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Dārziņu 37. līnija 10, Rīga",2025-05-14,686,686,686,,15 000,22,21.87,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Draudzības iela 44, Saulkrasti, Saulkrastu nov.",2025-05-14,1 200,1 200,1 200,,15 000,13,12.5,-,Privātmājām,,1/1,Pierīga,Pierīga,Saulkrasti,2025,2,5
Zeme,"Lazdu iela 3, Murjāņi, Sējas pag., Saulkrastu nov.",2025-05-14,521,2 173,521,,3 500,7,6.72,-,Privātmājām,,521/2173,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Aijas, Turlava, Turlavas pag., Kuldīgas nov.",2025-05-14,1 231,1 231,1 231,,1 000,1,0.81,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Kuldīga,2025,2,5
Zeme,"Vecāķu prospekts 32N, Rīga",2025-05-14,2 001,2 001,2 001,,39 000,19,19.49,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Rājumsila iela 59, Rīga",2025-05-13,1 825,1 825,1 825,,10 000,5,5.48,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Rājumsila iela 61, Rīga",2025-05-13,1 843,1 843,1 843,,10 000,5,5.43,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Makša iela 11, Rīga",2025-05-13,758,758,758,,40 000,53,52.77,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Jūrkalnes iela 13A, Liepāja",2025-05-13,1 108,1 108,1 108,,15 000,14,13.54,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Liepāja,2025,2,5
Zeme,"Sārnates iela 2, Ventspils",2025-05-13,1 269,1 269,1 269,,23 500,19,18.52,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Ventspils,2025,2,5
Zeme,"Rojas pag., Talsu nov.",2025-05-13,4 500,4 500,4 500,,5 000,1,1.11,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Rojas,2025,2,5
Zeme,"S. Putāna iela 2, Rēzekne",2025-05-13,933,933,933,,3 800,4,4.07,-,Privātmājām,,1/1,Latgale,Latgale,Rēzekne,2025,2,5
Zeme,"Prospekta iela 6, Krāslava, Krāslavas nov.",2025-05-13,738,738,738,,2 000,3,2.71,-,Privātmājām,,1/1,Latgale,Latgale,Krāslava,2025,2,5
Zeme,"Prospekta iela 6A, Krāslava, Krāslavas nov.",2025-05-13,1 146,1 146,1 146,,3 000,3,2.62,-,Privātmājām,,1/1,Latgale,Latgale,Krāslava,2025,2,5
Zeme,"Purviņi 36, Salgales pag., Jelgavas nov.",2025-05-13,676,676,676,,1 500,2,2.22,-,Privātmājām,,1/1,Zemgale,Zemgale,Jelgava,2025,2,5
Zeme,"Skujiņas 52, Šēderes pag., Augšdaugavas nov.",2025-05-13,725,725,725,,2 000,3,2.76,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Treiju iela 9, Dzilnuciems, Babītes pag., Mārupes nov.",2025-05-13,699,1 397,699,,7 800,11,11.17,-,Privātmājām,,1/2,Pierīga,Pierīga,Mārupe,2025,2,5
Zeme,"Gulbju iela 73E, Jūrmala",2025-05-13,1 351,1 351,1 351,,25 000,19,18.5,-,Privātmājām,,1/1,Pierīga,Pierīga,Jūrmala,2025,2,5
Zeme,"Beberbeķu 5. līnija 9A, Rīga",2025-05-13,1 228,1 228,1 228,,16 000,13,13.03,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Rotu iela 7, Dzidriņas, Stopiņu pag., Ropažu nov.",2025-05-13,1 720,1 720,1 720,,21 000,12,12.21,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Dārziņu Krasta iela 4, Ogresgals, Ogresgala pag., Ogres nov.",2025-05-13,585,585,585,,21 000,36,35.9,-,Privātmājām,,1/1,Pierīga,Pierīga,Ogre,2025,2,5
Zeme,"Ābeļu pag., Jēkabpils nov.",2025-05-13,487,487,487,,1 500,3,3.08,-,Privātmājām,,1/1,Zemgale,Zemgale,Jēkabpils,2025,2,5
Zeme,"Tiltiņi 254, Stīpnieki, Olaines pag., Olaines nov.",2025-05-13,611,611,611,,41 500,68,67.92,-,Privātmājām,,1/1,Pierīga,Pierīga,Olaine,2025,2,5
Zeme,"Muižas iela 2, Bukulti, Garkalnes pag., Ropažu nov.",2025-05-13,1 212,1 212,1 212,,46 000,38,37.95,-,Privātmājām,,1/1,Pierīga,Pierīga,Garkalne,2025,2,5
Zeme,"Kalēju iela 67, Jūrmala",2025-05-13,3 603,3 603,3 603,,98 500,27,27.34,-,Privātmājām,,1/1,Pierīga,Pierīga,Jūrmala,2025,2,5
Zeme,"Poligona iela 34, Daugavpils",2025-05-13,591,591,591,,3 250,6,5.5,-,Privātmājām,,1/1,Latgale,Latgale,Daugavpils,2025,2,5
Zeme,"Pulkveža Brieža iela 35A, Sigulda, Siguldas nov.",2025-05-13,731,731,731,,25 500,35,34.88,-,Privātmājām,,1/1,Pierīga,Pierīga,Sigulda,2025,2,5
Zeme,"Trīsdesmit otrā iela 40, Šķēde, Medzes pag., Dienvidkurzemes nov.",2025-05-12,400,1 601,400,,2 000,5,5.0,-,Privātmājām,,400/1601,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Ausekļa iela 5, Jūrmala",2025-05-12,2 014,2 014,2 014,,129 000,64,64.05,-,Privātmājām,,1/1,Pierīga,Pierīga,Jūrmala,2025,2,5
Zeme,"Saldus pag., Saldus nov.",2025-05-12,555,555,555,,4 200,8,7.57,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Saldus,2025,2,5
Zeme,"Vīksnu iela 10, Salaspils, Salaspils nov.",2025-05-12,1 259,1 259,1 259,,11 000,9,8.74,-,Privātmājām,,1/1,Pierīga,Pierīga,Salaspils,2025,2,5
Zeme,"Engures pag., Tukuma nov.",2025-05-12,1 548,1 548,1 548,,12 000,8,7.75,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Salas pag., Jēkabpils nov.",2025-05-12,684,684,684,,1 000,1,1.46,-,Privātmājām,,1/1,Zemgale,Zemgale,Jēkabpils,2025,2,5
Zeme,"Iecava, Bauskas nov.",2025-05-12,1 257,1 257,1 257,,1 900,2,1.51,-,Privātmājām,,1/1,Zemgale,Zemgale,Bauska,2025,2,5
Zeme,"M. Gravas iela 48, Tukums, Tukuma nov.",2025-05-12,1 720,1 720,1 720,,15 000,9,8.72,-,Privātmājām,,1/1,Pierīga,Pierīga,Tukums,2025,2,5
Zeme,"Mencu iela 10, Garupe, Carnikavas pag., Ādažu nov.",2025-05-12,1 475,1 475,1 475,,46 500,32,31.53,-,Privātmājām,,1/1,Pierīga,Pierīga,Carnikava,2025,2,5
Zeme,"Graudiņu iela 8, Garkalne, Garkalnes pag., Ropažu nov.",2025-05-12,1 339,1 339,1 339,,25 000,19,18.67,-,Privātmājām,,1/1,Pierīga,Pierīga,Garkalne,2025,2,5
Zeme,"Jersikas pag., Līvānu nov.",2025-05-12,1 914,1 914,1 914,,3 080,2,1.61,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Sūnu iela 246, Egļupe, Allažu pag., Siguldas nov.",2025-05-12,591,591,591,,10 000,17,16.92,-,Privātmājām,,1/1,Pierīga,Pierīga,Sigulda,2025,2,5
Zeme,"Klusā iela 5, Tušķi, Līvbērzes pag., Jelgavas nov.",2025-05-12,590,590,590,,10 900,18,18.47,-,Privātmājām,,1/1,Zemgale,Zemgale,Jelgava,2025,2,5
Zeme,"Sporta iela 21, Lubāna, Madonas nov.",2025-05-11,2 920,2 920,2 920,,6 000,2,2.05,-,Privātmājām,,1/1,Vidzeme,Vidzeme,Madona,2025,2,5
Zeme,"Krasta iela 25C, Kuldīga, Kuldīgas nov.",2025-05-10,1 512,1 512,1 512,,4 000,3,2.65,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Kuldīga,2025,2,5
Zeme,"Otaņķu pag., Dienvidkurzemes nov.",2025-05-10,21 138,21 138,21 138,,7 200,0,0.34,3 406,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Niedru iela 4, Bajāri, Salaspils pag., Salaspils nov.",2025-05-10,1 201,1 201,1 201,,50 000,42,41.63,-,Privātmājām,,1/1,Pierīga,Pierīga,Salaspils,2025,2,5
Zeme,"Daina 89, Pleikšņi, Ozolaines pag., Rēzeknes nov.",2025-05-10,411,411,411,,1 100,3,2.68,-,Privātmājām,,1/1,Pierīga,Pierīga,Olaine,2025,2,5
Zeme,"Vītolu iela 9, Likverteni, Vecsaules pag., Bauskas nov.",2025-05-09,1 461,1 461,1 461,,4 500,3,3.08,-,Privātmājām,,1/1,Zemgale,Zemgale,Bauska,2025,2,5
Zeme,"Aronas pag., Madonas nov.",2025-05-09,4 770,4 770,4 770,,10 000,2,2.1,-,Privātmājām,,1/1,Vidzeme,Vidzeme,Madona,2025,2,5
Zeme,"Saldus pag., Saldus nov.",2025-05-09,29 959,29 959,29 959,,25 000,1,0.83,8 345,Privātmājām,,1/1,Kurzeme,Kurzeme,Saldus,2025,2,5
Zeme,"Jaunceriņu iela 29, Ādaži, Ādažu nov.",2025-05-09,636,636,636,,15 000,24,23.58,-,Privātmājām,,1/1,Pierīga,Pierīga,Ādaži,2025,2,5
Zeme,"Stūnīši 223, Stūnīši, Olaines pag., Olaines nov.",2025-05-09,578,578,578,,23 000,40,39.79,-,Privātmājām,,1/1,Pierīga,Pierīga,Olaine,2025,2,5
Zeme,"Jaunceriņu iela 11, Ādaži, Ādažu nov.",2025-05-09,675,675,675,,10 000,15,14.81,-,Privātmājām,,1/1,Pierīga,Pierīga,Ādaži,2025,2,5
Zeme,"Jumpravas pag., Ogres nov.",2025-05-09,1 887,1 887,1 887,,3 000,2,1.59,-,Privātmājām,,1/1,Pierīga,Pierīga,Ogre,2025,2,5
Zeme,"Ceļteku iela 6, Rīga",2025-05-09,1 459,1 459,1 459,,21 000,14,14.39,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Martas iela 3, Pulkarne, Ķekavas pag., Ķekavas nov.",2025-05-09,1 430,1 430,1 430,,10 000,7,6.99,-,Privātmājām,,1/1,Pierīga,Pierīga,Ķekava,2025,2,5
Zeme,"Saulrietu iela 36, Salaspils, Salaspils nov.",2025-05-09,1 200,1 200,1 200,,22 475,19,18.73,-,Privātmājām,,1/1,Pierīga,Pierīga,Salaspils,2025,2,5
Zeme,"Ropažu pag., Ropažu nov.",2025-05-09,5 000,5 000,5 000,,14 000,3,2.8,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Cirmas pag., Ludzas nov.",2025-05-09,641,641,641,,1 200,2,1.87,-,Privātmājām,,1/1,Latgale,Latgale,Ludza,2025,2,5
Zeme,"Rozenieku iela 28, Jaunsils, Ķekavas pag., Ķekavas nov.",2025-05-09,1 662,1 662,1 662,,36 000,22,21.66,-,Privātmājām,,1/1,Pierīga,Pierīga,Ķekava,2025,2,5
Zeme,Rīga,2025-05-09,9 961,9 961,9 961,,60 000,6,6.02,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Saldus pag., Saldus nov.",2025-05-09,587,587,587,,5 000,9,8.52,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Saldus,2025,2,5
Zeme,"Ābelīte 322, Sējas pag., Saulkrastu nov.",2025-05-09,1 014,1 014,1 014,,7 000,7,6.9,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Pirmais Straujupītes ceļš 4, Meža Miers, Inčukalna pag., Siguldas nov.",2025-05-09,354,354,354,,3 800,11,10.73,-,Privātmājām,,1/1,Pierīga,Pierīga,Sigulda,2025,2,5
Zeme,"Ondroni, Varakļānu pag., Madonas nov.",2025-05-09,1 959,1 959,1 959,,1 899,1,0.97,-,Privātmājām,,1/1,Vidzeme,Vidzeme,Madona,2025,2,5
Zeme,"Smilšu iela 2A, Smiltene, Smiltenes nov.",2025-05-08,616,616,616,,3 554,6,5.77,-,Privātmājām,,1/1,Vidzeme,Vidzeme,Smiltene,2025,2,5
Zeme,"Ādažu iela 64, Bukulti, Garkalnes pag., Ropažu nov.",2025-05-08,2 122,2 122,2 122,,64 000,30,30.16,-,Privātmājām,,1/1,Pierīga,Pierīga,Garkalne,2025,2,5
Zeme,"Pļavu iela 10A, Talsi, Talsu nov.",2025-05-08,1 201,1 201,1 201,,5 600,5,4.66,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Talsi,2025,2,5
Zeme,"Pūku iela 14, Rīga",2025-05-08,625,625,625,,5 000,8,8.0,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Beļavas pag., Gulbenes nov.",2025-05-08,700,700,700,,1 000,1,1.43,-,Privātmājām,,1/1,Vidzeme,Vidzeme,Gulbene,2025,2,5
Zeme,"Āķa iela 15, Rīga",2025-05-08,871,871,871,,7 000,8,8.04,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Liepas 125, Jāņupe, Olaines pag., Olaines nov.",2025-05-08,567,567,567,,17 000,30,29.98,-,Privātmājām,,1/1,Pierīga,Pierīga,Olaine,2025,2,5
Zeme,"Liepas 108, Jāņupe, Olaines pag., Olaines nov.",2025-05-08,622,622,622,,3 000,5,4.82,-,Privātmājām,,1/1,Pierīga,Pierīga,Olaine,2025,2,5
Zeme,"Kameņu iela 28, Atpūta, Svētes pag., Jelgavas nov.",2025-05-08,940,940,940,,15 500,16,16.49,-,Privātmājām,,1/1,Zemgale,Zemgale,Jelgava,2025,2,5
Zeme,"Tumes pag., Tukuma nov.",2025-05-08,1 920,1 920,1 920,,30 600,16,15.94,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Gaujmala Segļi 99, Kauguru pag., Valmieras nov.",2025-05-08,609,609,609,,12 000,20,19.7,-,Privātmājām,,1/1,Vidzeme,Vidzeme,Valmiera,2025,2,5
Zeme,"Kaķīškalna iela 1, Sigulda, Siguldas nov.",2025-05-08,1 678,1 678,1 678,,43 000,26,25.63,-,Privātmājām,,1/1,Pierīga,Pierīga,Sigulda,2025,2,5
Zeme,"Ziedonis 258, Tušķi, Līvbērzes pag., Jelgavas nov.",2025-05-08,720,720,720,,3 000,4,4.17,-,Privātmājām,,1/1,Zemgale,Zemgale,Jelgava,2025,2,5
Zeme,"192, Maļutki, Tabores pag., Augšdaugavas nov.",2025-05-08,559,559,559,,2 725,5,4.87,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"193, Maļutki, Tabores pag., Augšdaugavas nov.",2025-05-08,580,580,580,,3 025,5,5.22,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Stars 81, Dāvi, Olaines pag., Olaines nov.",2025-05-08,658,658,658,,5 000,8,7.6,-,Privātmājām,,1/1,Pierīga,Pierīga,Olaine,2025,2,5
Zeme,"Sumbru iela 4, Garciems, Carnikavas pag., Ādažu nov.",2025-05-08,570,570,570,,40 000,70,70.18,-,Privātmājām,,1/1,Pierīga,Pierīga,Carnikava,2025,2,5
Zeme,"Pūpoli-1 57, Brenguļu pag., Valmieras nov.",2025-05-08,608,608,608,,4 000,7,6.58,-,Privātmājām,,1/1,Vidzeme,Vidzeme,Valmiera,2025,2,5
Zeme,"Raiņa iela 19A, Gulbene, Gulbenes nov.",2025-05-08,3 818,3 818,3 818,,3 000,1,0.79,-,Privātmājām,,1/1,Vidzeme,Vidzeme,Gulbene,2025,2,5
Zeme,"Ādmiņu iela 7, Ikšķile, Ogres nov.",2025-05-08,2 078,2 078,2 078,,45 000,22,21.66,-,Privātmājām,,1/1,Pierīga,Pierīga,Ogre,2025,2,5
Zeme,"Raicenes iela 1, Rīga",2025-05-08,534,534,534,,45 000,84,84.27,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Pūpoli-1 58, Brenguļu pag., Valmieras nov.",2025-05-08,597,597,597,,14 000,23,23.45,-,Privātmājām,,1/1,Vidzeme,Vidzeme,Valmiera,2025,2,5
Zeme,"Brunīši, Birzgales pag., Ogres nov.",2025-05-08,14 100,14 100,14 100,,30 000,2,2.13,21 277,Privātmājām,,1/1,Pierīga,Pierīga,Ogre,2025,2,5
Zeme,"Pasts, Aumeisteri, Grundzāles pag., Smiltenes nov.",2025-05-08,7 112,8 844,7 112,,1 350,0,0.19,-,Privātmājām,,1778/2211,Vidzeme,Vidzeme,Smiltene,2025,2,5
Zeme,"Asteru iela 30A, Katlakalns, Ķekavas pag., Ķekavas nov.",2025-05-08,1 502,1 502,1 502,,50 000,33,33.29,-,Privātmājām,,1/1,Pierīga,Pierīga,Ķekava,2025,2,5
Zeme,"Zīles 200, Vaivadi, Olaines pag., Olaines nov.",2025-05-08,653,653,653,,8 400,13,12.86,-,Privātmājām,,1/1,Pierīga,Pierīga,Olaine,2025,2,5
Zeme,"Rožu prospekts 40, Berģi, Garkalnes pag., Ropažu nov.",2025-05-08,746,1 492,746,,15 000,20,20.11,-,Privātmājām,,1/2,Pierīga,Pierīga,Garkalne,2025,2,5
Zeme,"Kalna iela 15A, Rīga",2025-05-08,160,319,160,,2 000,13,12.54,-,Privātmājām,,1/2,Rīga,Rīga,Rīga,2025,2,5
Zeme,"Liepas 165, Jāņupe, Olaines pag., Olaines nov.",2025-05-08,604,604,604,,1 721,3,2.85,-,Privātmājām,,1/1,Pierīga,Pierīga,Olaine,2025,2,5
Zeme,"Iecava, Bauskas nov.",2025-05-08,833,833,833,,1 400,2,1.68,-,Privātmājām,,1/1,Zemgale,Zemgale,Bauska,2025,2,5
Zeme,"Bušnieki 217, Būšnieki, Tārgales pag., Ventspils nov.",2025-05-07,417,417,417,,5 000,12,11.99,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Ventspils,2025,2,5
Zeme,"Tērauda iela 12, Ventspils",2025-05-07,2 174,2 174,2 174,,21 000,10,9.66,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Ventspils,2025,2,5
Zeme,"Jurjāņi, Tīnūžu pag., Ogres nov.",2025-05-07,2 705,2 705,2 705,,31 000,11,11.46,-,Privātmājām,,1/1,Pierīga,Pierīga,Ogre,2025,2,5
Zeme,"Restaurators 142, Ķekavas pag., Ķekavas nov.",2025-05-07,550,550,550,,3 000,5,5.45,-,Privātmājām,,1/1,Pierīga,Pierīga,Ķekava,2025,2,5
Zeme,"Eglītes, Umurgas pag., Limbažu nov.",2025-05-07,1 700,3 400,1 700,,1 000,1,0.59,-,Privātmājām,,1/2,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Akāciju aleja 44, Kuldīga, Kuldīgas nov.",2025-05-07,610,610,610,,8 500,14,13.93,-,Privātmājām,,1/1,Kurzeme,Kurzeme,Kuldīga,2025,2,5
Zeme,"Gaismas iela 11, Saurieši, Stopiņu pag., Ropažu nov.",2025-05-07,747,747,747,,21 800,29,29.18,-,Privātmājām,,1/1,Unknown,Unknown,Unknown,2025,2,5
Zeme,"Draugu iela 17, Suži, Garkalnes pag., Ropažu nov.",2025-05-07,540,540,540,,25 000,46,46.3,-,Privātmājām,,1/1,Pierīga,Pierīga,Garkalne,2025,2,5
Zeme,"Dārziņu 18. līnija 47, Rīga",2025-05-07,564,564,564,,28 000,50,49.65,-,Privātmājām,,1/1,Rīga,Rīga,Rīga,2025,2,5
Zeme,"130, Ilgas, Smiltenes pag., Smiltenes nov.",2025-05-07,800,800,800,,1 000,1,1.25,-,Privātmājām,,1/1,Vidzeme,Vidzeme,Smiltene,2025,2,5
Zeme,"Strupu ceļš 38, Mežāres, Babītes pag., Mārupes nov.",2025-05-07,1 555,1 555,1 555,,13 500,9,8.68,-,Privātmājām,,1/1,Pierīga,Pierīga,Mārupe,2025,2,5
