Category,Address,Date,Sold_Area_m2,Total_Area_m2,Land_m2,Interior_Area_m2,Price_EUR,Total_EUR_m2,Land_EUR_m2,Land_EUR_ha,Type,Finishing,Dom_Parts,region_with_riga,region_riga_separate,municipality,Year,Quarter,Month
Telpas,"Skanstes iela 29A - 204, Rīga",2025-11-05,2.8,2.8,0,,5 000,1 786,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,11
Telpas,"Skanstes iela 29A - 139, Rīga",2025-11-05,22.5,2 694.6,0,,20 000,890,2713.7,-,Garāža,,1/120,Rīga,Rīga,Rīga,2025,4,11
Telpas,"Dzirciema iela 100 k-3 - 596, Rīga",2025-11-04,17.1,17.1,0,,5 100,298,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,11
Telpas,"Kolkasraga iela 12 - 10N, Rīga",2025-11-03,7.0,7.0,0,,2 000,286,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,11
Telpas,"Ģertrūdes iela 105 k-1 - 1A, Rīga",2025-11-03,154.9,154.9,0,,80 000,516,,-,Biroju telpas,,1/1,Rīga,Rīga,Rīga,2025,4,11
Telpas,"Vienības iela 3 - 48, Lociki, Naujenes pag., Augšdaugavas nov.",2025-10-31,37.4,37.4,0,,6 000,160,,-,Tirdzniecības telpas,,1/1,Unknown,Unknown,Unknown,2025,4,10
Telpas,"Tālavas iela 15A - 8, Valmiera, Valmieras nov.",2025-10-31,28.0,28.0,0,,9 000,321,,-,Garāža,,1/1,Vidzeme,Vidzeme,Valmiera,2025,4,10
Telpas,"Liepu aleja 15 k-1 - 18, Babīte, Babītes pag., Mārupes nov.",2025-10-31,17.0,17.0,0,,5 500,324,,-,Garāža,,1/1,Pierīga,Pierīga,Mārupe,2025,4,10
Telpas,"Vesetas iela 19 k-9 - 453, Rīga",2025-10-31,17.2,17.2,0,,4 500,262,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Atbrīvošanas aleja 151, Rēzekne",2025-10-30,54.8,54.8,0,,6 000,109,,-,Ražošanas telpas,,1/1,Latgale,Latgale,Rēzekne,2025,4,10
Telpas,"Matīsa iela 84, Rīga",2025-10-30,46.5,46.5,0,,12 500,269,,-,Noliktava,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Grīzupes iela 97, Liepāja",2025-10-30,40.6,40.6,0,,8 000,197,,-,Tirdzniecības telpas,,1/1,Kurzeme,Kurzeme,Liepāja,2025,4,10
Telpas,"Rūpnīcas iela 1 - 31, Ugāle, Ugāles pag., Ventspils nov.",2025-10-30,44.8,44.8,0,,1 400,31,,-,Tirdzniecības telpas,,1/1,Kurzeme,Kurzeme,Ventspils,2025,4,10
Telpas,"Lielvārdes iela 136 k-12, Rīga",2025-10-30,16.7,16.7,0,,7 000,419,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Lielā iela 7, Jelgava",2025-10-29,95.1,95.1,0,,40 000,421,,-,Tirdzniecības telpas,,1/1,Zemgale,Zemgale,Jelgava,2025,4,10
Telpas,"Kaivas iela 50 k-1 - 210D, Rīga",2025-10-29,27.8,946.5,0,,8 000,287,,-,Garāža,,1/34,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Inčukalna iela 2, Rīga",2025-10-29,4.5,4.5,0,,5 000,1 111,,-,Noliktava,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Zaļenieku iela 18 - 44, Rīga",2025-10-29,36.4,1 247.8,0,,20 000,550,,-,Cits,,365/12527,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mirdzas Ķempes iela 4 - 33, Rīga",2025-10-28,65.5,262.0,0,,9 800,150,,-,Garāža,,1/4,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Dzirciema iela 100 k-14 - 132, Rīga",2025-10-28,16.3,16.3,0,,6 800,417,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mirdzas Ķempes iela 4 - 33, Rīga",2025-10-28,32.8,262.0,0,,4 900,150,,-,Garāža,,1/8,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Liepājas iela 37C - 1N, Rīga",2025-10-28,32.5,1 203.6,0,,10 000,308,,-,Garāža,,325/12036,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Lielais prospekts 26 - 1A, Ventspils",2025-10-27,72.0,72.0,0,,44 000,611,,-,Tirdzniecības telpas,,1/1,Kurzeme,Kurzeme,Ventspils,2025,4,10
Telpas,"Vecāķu prospekts 2A, Rīga",2025-10-27,39.7,39.7,0,,1 000,25,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Zaru iela 10, Spilve, Babītes pag., Mārupes nov.",2025-10-27,41.9,313.2,0,,15 000,358,,-,Cits,,419/3132,Pierīga,Pierīga,Mārupe,2025,4,10
Telpas,"Vesetas iela 19 k-8 - 376, Rīga",2025-10-27,17.0,17.0,0,,10 000,588,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Lielirbes iela 13 - 71A, Rīga",2025-10-27,27.1,8 273.6,0,,10 000,369,,-,Garāža,,1/305,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Muižkungu iela 6 - 18N, Ādaži, Ādažu nov.",2025-10-27,19.8,19.8,0,,2 250,114,,-,Cits,,1/1,Pierīga,Pierīga,Ādaži,2025,4,10
Telpas,"Kalēju iela 5 - 1A, Gravas, Vidrižu pag., Limbažu nov.",2025-10-27,209.4,209.4,0,,3 400,16,,-,Pašizklaides telpas,,1/1,Unknown,Unknown,Unknown,2025,4,10
Telpas,"Gaujas iela 118, Mārupe, Mārupes nov.",2025-10-24,0.0,24.5,0,,2 000,100 000,,-,Noliktava,,25/39731,Pierīga,Pierīga,Mārupe,2025,4,10
Telpas,"Grostonas iela 21 - 1A, Rīga",2025-10-24,36.4,2 051.1,0,,15 000,412,,-,Garāža,,3/169,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kaivas iela 50 k-2 - 133C, Rīga",2025-10-24,52.5,945.0,0,,7 000,133,,-,Garāža,,1/18,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Strēlnieku iela 7 - 91, Rīga",2025-10-24,3.1,3.1,0,,8 680,2 800,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mazā Stacijas iela 13 k-1 - 2, Rīga",2025-10-23,14.8,14.8,0,,1 000,68,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kurzemes Pērle - 30, Ķesterciems, Engures pag., Tukuma nov.",2025-10-23,4.8,4.8,0,,4 000,833,,-,Cits,,1/1,Unknown,Unknown,Unknown,2025,4,10
Telpas,"Krasta iela 95 k-9, Rīga",2025-10-23,16.7,16.7,0,,11 800,707,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Krasta iela 95 k-17, Rīga",2025-10-23,16.9,16.9,0,,6 000,355,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Bāriņu iela 29A - 7N, Liepāja",2025-10-23,118.3,236.5,0,,5 860,50,,-,Cits,,1/2,Kurzeme,Kurzeme,Liepāja,2025,4,10
Telpas,"Hipokrāta iela 18 - 6N, Rīga",2025-10-23,3.9,51.0,0,,2 000,513,,-,Cits,,13/170,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Akāciju iela 2F - 15N, Rīga",2025-10-23,4.6,4.6,0,,2 990,650,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Skanstes iela 29A - 263, Rīga",2025-10-23,3.3,3.3,0,,10 000,3 030,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Zemaišu iela 15 - 1N, Rīga",2025-10-23,28.5,1 180.5,0,,13 000,456,,-,Garāža,,19/787,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Skanstes iela 29A - 139, Rīga",2025-10-23,22.5,2 694.6,0,,10 000,445,1356.85,-,Garāža,,1/120,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Lokomotīves iela 130 k-9, Rīga",2025-10-23,19.6,19.6,0,,2 800,143,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Elijas iela 20 - 42, Rīga",2025-10-22,9.7,9.7,0,,14 000,1 443,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Čiekurkalna 7. šķērslīnija 7A - 12N, Rīga",2025-10-22,4.3,17.1,0,,2 000,465,,-,Cits,,43/171,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mežezera iela 6 - 3N, Rīga",2025-10-22,3.9,3.9,0,,7 800,2 000,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Ģertrūdes iela 73A, Rīga",2025-10-22,115.6,115.6,0,,18 000,156,,-,Tirdzniecības telpas,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mazā Nometņu iela 75, Rīga",2025-10-22,14.9,224.4,0,,3 000,201,,-,Cits,,149/2244,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mazcenu aleja 13 k-1 - 12, Jaunmārupe, Mārupes pag., Mārupes nov.",2025-10-22,16.2,16.2,0,,2 000,123,,-,Garāža,,1/1,Pierīga,Pierīga,Mārupe,2025,4,10
Telpas,"Rumbulas iela 14 - 1N, Rīga",2025-10-22,32.9,1 116.3,0,,24 500,744,,-,Garāža,,10/339,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mazā Nometņu iela 75, Rīga",2025-10-22,17.3,224.4,0,,2 500,145,,-,Cits,,173/2244,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Bruņinieku iela 147, Rīga",2025-10-21,24.8,24.8,0,,13 500,544,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Rembates iela 8, Rīga",2025-10-21,24.1,3 776.1,0,,9 400,391,,-,Garāža,,1/157,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Rūpniecības iela 21 k-7 - 100, Rīga",2025-10-21,22.9,2 742.4,0,,20 000,875,,-,Garāža,,1/120,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mežezera iela 8 - 27N, Rīga",2025-10-21,3.3,3.3,0,,6 600,2 000,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Emmas iela 14 - 77, Rīga",2025-10-21,91.0,91.0,0,,18 000,198,,-,Tirdzniecības telpas,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Dubultu prospekts 62A - 601, Jūrmala",2025-10-21,33.4,834.0,0,,10 500,315,,-,Garāža,,1/25,Pierīga,Pierīga,Jūrmala,2025,4,10
Telpas,"Kleistu iela 39 k-18, Rīga",2025-10-21,17.7,17.7,0,,6 000,339,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Baznīcas iela 26A - 3, Rīga",2025-10-21,58.5,58.5,0,,70 000,1 197,,-,Ārstniecības telpas,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Jūrmalas gatve 109 - 28, Rīga",2025-10-21,7.1,682.2,0,,2 420,342,,-,Garāža,,148/14251,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kokneses prospekts 4 k-1 - 75, Rīga",2025-10-21,36.9,627.0,0,,12 000,325,,-,Garāža,,1/17,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Akāciju iela 2F - 13N, Rīga",2025-10-21,4.8,4.8,0,,2 640,550,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Akāciju iela 2F - 71N, Rīga",2025-10-21,23.1,1 268.6,0,,15 000,650,,-,Cits,,1/55,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Lastādijas iela 58, Rīga",2025-10-20,10.7,10.7,0,,3 000,280,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Jaunā Mežaparka iela 34, Rīga",2025-10-20,3.0,20.3,0,,3 000,1 000,,-,Cits,,30/203,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Alberta iela 2A - 18, Rīga",2025-10-20,109.1,109.1,0,,39 000,357,,-,Biroju telpas,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Anniņmuižas bulvāris 38 k-1 - 1A, Rīga",2025-10-20,30.1,1 399.5,0,,1 980,66,,-,Garāža,,301/13995,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Balasta dambis 72 - 1A, Rīga",2025-10-20,34.4,2 984.2,0,,30 000,873,,-,Garāža,,859/74605,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mārkalnes iela 20 k-2 - 65, Rīga",2025-10-20,17.2,17.2,0,,1 000,58,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Līduma iela 8A - 25, Rīga",2025-10-19,36.2,870.9,0,,7 500,207,,-,Garāža,,362/8709,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Jaunolaines garāžu boksi k-7 - 4, Jaunolaine, Olaines pag., Olaines nov.",2025-10-19,22.2,22.2,0,,6 000,270,,-,Garāža,,1/1,Pierīga,Pierīga,Olaine,2025,4,10
Telpas,"Meža iela 31A k-14 - 206, Rēzekne",2025-10-17,19.3,19.3,0,,1 250,65,,-,Garāža,,1/1,Latgale,Latgale,Rēzekne,2025,4,10
Telpas,"Matīsa iela 68A, Rīga",2025-10-17,7.8,24.3,0,,5 000,643,,-,Cits,,8/25,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Viestura laukums 10 k-3 - 12, Valmiermuiža, Valmieras pag., Valmieras nov.",2025-10-17,27.8,27.8,0,,6 000,216,,-,Garāža,,1/1,Vidzeme,Vidzeme,Valmiera,2025,4,10
Telpas,"Brīvības gatve 215 - 1N, Rīga",2025-10-17,24.9,24.9,0,,30 000,1 205,,-,Noliktava,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Slokas iela 61B, Rīga",2025-10-17,17.1,108.8,0,,3 000,175,,-,Cits,,171/1088,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Dunalkas iela 2 k-2 - 122, Rīga",2025-10-17,16.0,16.0,0,,10 000,625,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Vidus prospekts 44 - 602, Jūrmala",2025-10-17,40.1,721.6,0,,20 000,499,,-,Garāža,,1/18,Pierīga,Pierīga,Jūrmala,2025,4,10
Telpas,"Akadēmijas iela 3 - 3, Jelgava",2025-10-17,37.2,37.2,0,,42 000,1 129,,-,Biroju telpas,,1/1,Zemgale,Zemgale,Jelgava,2025,4,10
Telpas,"Rusova iela 9 - 1B, Rīga",2025-10-17,28.3,1 836.4,0,,20 000,708,,-,Garāža,,1/65,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Miera iela 103 - 1N, Rīga",2025-10-16,7.5,246.3,0,,4 300,573,,-,Cits,,25/821,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Ernesta Birznieka-Upīša iela 13 - 63, Rīga",2025-10-16,56.1,56.1,0,,75 000,1 337,,-,Tirdzniecības telpas,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kaivas iela 50 k-3 - 128B, Rīga",2025-10-16,27.0,729.5,0,,9 000,333,,-,Garāža,,1/27,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Klaipēdas iela 68 - 2A, Liepāja",2025-10-16,162.7,162.7,0,,99 000,608,,-,Tirdzniecības telpas,,1/1,Kurzeme,Kurzeme,Liepāja,2025,4,10
Telpas,"Baltegļu iela 5 k-19 - 15, Rīga",2025-10-16,16.7,16.7,0,,1 500,90,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Krasta iela 95 k-1, Rīga",2025-10-16,34.9,34.9,0,,4 000,115,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Vesetas iela 15 - 1A, Rīga",2025-10-16,53.3,2 024.9,0,,20 000,375,,-,Garāža,,1/38,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Liepājas iela 37C - 1N, Rīga",2025-10-16,45.0,1 203.6,0,,14 500,322,,-,Garāža,,75/2006,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Brīvības iela 139 - 22, Rīga",2025-10-16,24.8,632.7,0,,30 000,1 212,,-,Garāža,,9/230,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kosmonautu iela 4 k-1 - 44, Rēzekne",2025-10-15,20.0,20.0,0,,2 000,100,,-,Garāža,,1/1,Latgale,Latgale,Rēzekne,2025,4,10
Telpas,"Lokomotīves iela 106 k-2 - 125, Rīga",2025-10-15,17.1,17.1,0,,2 000,117,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mārkalnes iela 20 k-8 - 16, Rīga",2025-10-15,16.4,16.4,0,,4 000,244,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Emīlijas Benjamiņas iela 13 - 10, Rīga",2025-10-15,103.2,103.2,0,,60 000,581,,-,Tirdzniecības telpas,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Klusā iela 7, Rīga",2025-10-15,5.4,140.8,0,,1 000,187,,-,Cits,,37/972,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Matīsa iela 69 - 17, Rīga",2025-10-15,31.4,502.1,0,,10 500,335,,-,Garāža,,1/16,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kastrānes iela 1 k-2, Rīga",2025-10-15,2.6,420.2,0,,44 000,16 923,,-,Cits,,13/2101,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Ozolu iela 6 k-5 - 1, Rīga",2025-10-15,26.1,26.1,0,,4 000,153,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Katoļu iela 31 - 40, Rīga",2025-10-15,28.9,693.8,0,,10 000,346,,-,Garāža,,1/24,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Skolas iela 4 - 1B, Brocēni, Saldus nov.",2025-10-15,61.4,61.4,0,,15 120,246,,-,Tirdzniecības telpas,,1/1,Kurzeme,Kurzeme,Saldus,2025,4,10
Telpas,"Lastādijas iela 31 - 4N, Rīga",2025-10-15,3.4,51.0,0,,3 000,882,,-,Garāža,,1/15,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Dagdas iela 4 - 2, Rīga",2025-10-15,100.8,100.8,0,,81 000,804,,-,Biroju telpas,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kalnciema iela 7A - 15, Rīga",2025-10-15,57.0,57.0,0,,42 000,737,,-,Biroju telpas,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Krasta iela 95 k-34, Rīga",2025-10-15,16.7,16.7,0,,9 000,539,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Grīvas prospekts 9, Ogre, Ogres nov.",2025-10-15,18.1,72.5,0,,1 849,102,,-,Garāža,,1/4,Pierīga,Pierīga,Ogre,2025,4,10
Telpas,"Aristida Briāna iela 14 - 20, Rīga",2025-10-15,10.0,26.9,0,,3 000,300,,-,Cits,,273/734,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Brīvības iela 99, Rīga",2025-10-14,130.9,130.9,0,,50 000,382,,-,Biroju telpas,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Lielirbes iela 13 - 71A, Rīga",2025-10-14,27.1,8 273.6,0,,5 000,184,,-,Garāža,,1/305,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mežezera iela 8 - 26N, Rīga",2025-10-14,3.3,3.3,0,,6 600,2 000,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Murjāņu iela 60 k-22, Rīga",2025-10-14,15.3,15.3,0,,4 700,307,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Morica iela 24 k-4 - 95, Rīga",2025-10-14,17.8,17.8,0,,5 000,281,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Baltegļu iela 5 k-10 - 543, Rīga",2025-10-14,33.0,33.0,0,,15 000,455,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Grostonas iela 12 - 1A, Rīga",2025-10-14,56.8,2 242.2,0,,20 000,352,,-,Garāža,,2/79,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kleistu iela 39 k-9, Rīga",2025-10-14,17.5,17.5,0,,5 000,286,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Prūšu iela 4 - 300, Rīga",2025-10-14,7.9,7 279.4,0,,1 803,228,,-,Garāža,,81/74495,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Skanstes iela 29 - 140, Rīga",2025-10-14,22.8,3 163.5,0,,18 300,804,2723.21,-,Garāža,,1/139,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Baltegļu iela 5 k-4 - 605, Rīga",2025-10-14,16.0,16.0,0,,7 000,438,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kārļa Zāles laukums 6, Liepāja",2025-10-13,48.3,48.3,0,,25 000,518,,-,Tirdzniecības telpas,,1/1,Kurzeme,Kurzeme,Liepāja,2025,4,10
Telpas,"Lielā iela 4 - 24N, Liepāja",2025-10-13,75.3,75.3,0,,5 000,66,,-,Cits,,1/1,Kurzeme,Kurzeme,Liepāja,2025,4,10
Telpas,"Murjāņu iela 155 - 1N, Rīga",2025-10-13,22.3,1 005.0,0,,12 000,537,,-,Garāža,,1/45,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Ozolu iela 6 k-3 - 88, Rīga",2025-10-13,23.9,23.9,0,,12 500,523,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Raunas iela 54B, Rīga",2025-10-13,33.2,464.4,0,,12 000,362,,-,Garāža,,1/14,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Ezermalas iela 2 - 27, Rīga",2025-10-13,20.2,20.2,0,,5 000,248,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Matīsa iela 69A - 42, Rīga",2025-10-13,26.0,207.9,0,,10 000,385,,-,Garāža,,1/8,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Čiekurkalna 1. līnija 25A - 90, Rīga",2025-10-13,16.4,16.4,0,,11 500,701,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Raiņa bulvāris 21 - 30, Rīga",2025-10-10,30.0,30.0,0,,35 000,1 167,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Zaubes iela 9A - 40, Rīga",2025-10-10,23.6,873.1,0,,10 000,424,,-,Garāža,,1/37,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Gunāra Astras iela 1 k-7, Rīga",2025-10-10,25.6,25.6,0,,16 000,625,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Skanstes iela 29A - 139, Rīga",2025-10-10,22.5,2 694.6,0,,10 000,445,1356.85,-,Garāža,,1/120,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kupriču iela 7 - 332, Rīga",2025-10-10,16.7,16.7,0,,14 000,838,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kupriču iela 3C - 2N, Rīga",2025-10-10,1.7,1.7,0,,1 300,765,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Dzelzavas iela 16 k-1, Rīga",2025-10-10,16.3,16.3,0,,8 700,534,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Tīklu iela 11A - 1G, Jūrmala",2025-10-10,25.8,1 459.6,0,,12 000,466,,-,Garāža,,5756/326035,Pierīga,Pierīga,Jūrmala,2025,4,10
Telpas,"Ausekļu iela 2 - 49, Baltezers, Ādažu pag., Ādažu nov.",2025-10-10,33.8,1 147.7,0,,10 000,296,,-,Garāža,,1/34,Unknown,Unknown,Unknown,2025,4,10
Telpas,"Kupriču iela 3B - 4N, Rīga",2025-10-10,7.9,7.9,0,,5 500,696,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Buļļu iela 33 k-3 - 38, Rīga",2025-10-10,26.0,430.2,0,,2 000,77,,-,Garāža,,1783/29551,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Čiekurkalna 7. šķērslīnija 7A - 5N, Rīga",2025-10-09,3.2,22.6,0,,2 000,625,,-,Cits,,16/113,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Krišjāņa Barona iela 23 - 5N, Rīga",2025-10-09,78.8,78.8,0,,19 900,253,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Braslas iela 53 - 105, Rīga",2025-10-09,31.1,1 119.9,0,,1 000,32,,-,Garāža,,1/36,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Lubānas iela 70 k-18, Rīga",2025-10-09,17.6,17.6,0,,5 000,284,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Nākotnes iela 3 - 27, Valmiera, Valmieras nov.",2025-10-09,29.0,29.0,0,,1 310,45,,-,Garāža,,1/1,Vidzeme,Vidzeme,Valmiera,2025,4,10
Telpas,"Ernesta Birznieka-Upīša iela 20A - 13A, Rīga",2025-10-09,4.4,17.6,0,,5 000,1 136,,-,Biroju telpas,,1/4,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Dravnieku iela 3 k-1 - 2N, Rīga",2025-10-09,2.4,19.2,0,,4 500,1 875,,-,Noliktava,,1/8,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kupriču iela 1A - 30, Rīga",2025-10-09,5.9,5.9,0,,5 000,847,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Krasta iela 95 k-33, Rīga",2025-10-08,17.0,17.0,0,,3 500,206,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Mazā Muzeja iela 1 - 1, Rīga",2025-10-08,46.1,46.1,0,,88 000,1 909,,-,Biroju telpas,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Dravnieku iela 1 k-1 - 77, Rīga",2025-10-08,25.4,355.9,0,,8 000,315,,-,Noliktava,,1/14,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Skanstes iela 29A - 204, Rīga",2025-10-08,2.8,2.8,0,,5 000,1 786,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Siļķu iela 15 - 1N, Liepāja",2025-10-08,61.2,61.2,0,,20 000,327,,-,Biroju telpas,,1/1,Kurzeme,Kurzeme,Liepāja,2025,4,10
Telpas,"Jūrmalas gatve 74 - 11N, Rīga",2025-10-08,2.0,2.0,0,,2 500,1 250,,-,Cits,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Kaivas iela 31 k-2 - 31A, Rīga",2025-10-08,24.6,655.1,0,,8 000,325,,-,Garāža,,125/3329,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Viestura prospekts 55G - 295, Rīga",2025-10-08,17.4,17.4,0,,2 000,115,,-,Garāža,,1/1,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Rūpniecības iela 33 - 1N, Rīga",2025-10-08,25.0,1 835.5,0,,31 000,1 240,,-,Garāža,,50/3671,Rīga,Rīga,Rīga,2025,4,10
Telpas,"Skanstes iela 29A - 139, Rīga",2025-10-08,22.5,2 694.6,0,,20 000,890,2713.7,-,Garāža,,1/120,Rīga,Rīga,Rīga,2025,4,10
